DATE,PRCP,TAVG,TMAX,TMIN
2020-03-18,0.2,53,61.0,42.0
2020-03-19,0.0,49,,43.0
2020-03-20,0.14,52,,39.0
2020-03-21,0.08,54,65.0,46.0
2020-03-22,0.0,57,,
2020-03-23,0.0,56,65.0,46.0
2020-03-24,0.0,61,72.0,49.0
2020-03-25,0.0,61,,50.0
2020-03-26,0.01,62,71.0,53.0
2020-03-27,0.0,65,,
2020-03-28,0.02,62,,
2020-03-29,0.0,61,70.0,
2020-03-30,0.02,61,69.0,48.0
2020-03-31,0.02,64,72.0,
2020-04-01,0.0,64,,
2020-04-02,0.13,61,,48.0
2020-04-03,0.0,63,,
2020-04-04,0.0,62,70.0,50.0
2020-04-05,0.0,67,,
2020-04-06,0.0,63,72.0,54.0
2020-04-07,0.01,63,70.0,
2020-04-08,0.0,60,,
2020-04-09,0.03,57,,48.0
2020-04-10,0.22,57,,48.0
2020-04-11,0.35,62,74.0,
2020-04-12,0.0,62,72.0,48.0
2020-04-13,0.0,63,,51.0
2020-04-14,0.0,65,76.0,53.0
2020-04-15,0.0,64,72.0,52.0
2020-04-16,0.0,64,,53.0
2020-04-17,0.0,69,,57.0
2020-04-18,0.0,69,80.0,59.0
2020-04-19,0.0,71,,
2020-04-20,0.0,69,79.0,55.0
2020-04-21,0.0,66,76.0,57.0
2020-04-22,0.0,67,,
2020-04-23,0.0,68,76.0,56.0
2020-04-24,0.0,65,71.0,
2020-04-25,0.01,63,74.0,
2020-04-26,0.28,64,,51.0
2020-04-27,0.01,64,72.0,53.0
2020-04-28,0.0,65,73.0,54.0
2020-04-29,0.0,67,,
2020-04-30,0.0,68,77.0,57.0
2020-05-01,0.02,67,75.0,
2020-05-02,0.26,66,75.0,
2020-05-03,0.01,66,74.0,58.0
2020-05-04,0.0,68,,61.0
2020-05-05,0.0,67,75.0,
2020-05-06,0.0,72,82.0,
2020-05-07,0.0,67,74.0,55.0
2020-05-08,0.0,69,,62.0
2020-05-09,0.0,72,84.0,
2020-05-10,0.0,69,78.0,
2020-05-11,0.01,69,,58.0
2020-05-12,0.0,71,,
2020-05-13,0.0,72,,61.0
2020-05-14,0.0,76,86.0,
2020-05-15,0.0,87,98.0,72.0
2020-05-16,0.0,90,100.0,77.0
2020-05-17,0.0,93,102.0,81.0
2020-05-18,,92,103.0,
2020-05-19,0.0,91,,
2020-05-20,0.0,88,,
2020-05-21,0.0,85,99.0,73.0
2020-05-22,0.0,78,90.0,
2020-05-23,0.0,74,84.0,
2020-05-24,0.0,73,,64.0
2020-05-25,0.0,72,81.0,
2020-05-26,0.0,71,,59.0
2020-05-27,0.0,74,85.0,62.0
2020-05-28,0.0,72,83.0,
2020-05-29,0.0,71,,58.0
2020-05-30,0.0,71,77.0,60.0
2020-05-31,0.0,71,,62.0
2020-06-01,0.0,71,80.0,62.0
2020-06-02,0.0,73,82.0,
2020-06-03,0.0,71,79.0,59.0
2020-06-04,0.0,71,79.0,63.0
2020-06-05,0.0,73,81.0,60.0
2020-06-06,0.0,80,,64.0
2020-06-07,0.0,81,92.0,71.0
2020-06-08,0.0,80,,67.0
2020-06-09,0.0,75,83.0,66.0
2020-06-10,0.0,76,,
2020-06-11,0.0,77,,68.0
2020-06-12,0.0,76,,62.0
2020-06-13,0.0,76,,64.0
2020-06-14,0.0,74,,64.0
2020-06-15,0.0,75,,
2020-06-16,0.0,77,86.0,69.0
2020-06-17,0.01,78,88.0,67.0
2020-06-18,0.0,79,87.0,
2020-06-19,0.0,79,89.0,67.0
2020-06-20,0.0,80,,69.0
2020-06-21,0.0,78,86.0,69.0
2020-06-22,0.0,77,85.0,67.0
2020-06-23,0.0,78,,71.0
2020-06-24,0.0,77,87.0,67.0
2020-06-25,0.0,77,,
2020-06-26,0.0,80,90.0,
2020-06-27,0.0,82,92.0,
2020-06-28,0.01,80,92.0,
2020-06-29,0.02,80,92.0,72.0
2020-06-30,0.0,79,,69.0
2020-07-01,0.01,82,,71.0
2020-07-02,0.0,83,,72.0
2020-07-03,0.0,82,92.0,
2020-07-04,0.0,83,95.0,69.0
2020-07-05,0.01,82,90.0,72.0
2020-07-06,0.0,84,92.0,
2020-07-07,0.0,84,92.0,
2020-07-08,0.0,81,88.0,72.0
2020-07-09,0.0,82,89.0,73.0
2020-07-10,0.0,82,,73.0
2020-07-11,0.0,82,92.0,73.0
2020-07-12,0.01,83,93.0,72.0
2020-07-13,0.01,83,,73.0
2020-07-14,0.0,84,88.0,75.0
2020-07-15,0.0,84,94.0,
2020-07-16,0.0,83,,
2020-07-17,0.01,80,,
2020-07-18,0.0,81,88.0,71.0
2020-07-19,0.0,81,90.0,71.0
2020-07-20,0.0,85,95.0,73.0
2020-07-21,0.0,83,94.0,72.0
2020-07-22,0.0,85,,73.0
2020-07-23,0.0,85,,73.0
2020-07-24,0.0,85,97.0,73.0
2020-07-25,0.01,84,95.0,72.0
2020-07-26,0.0,84,96.0,71.0
2020-07-27,0.0,84,94.0,73.0
2020-07-28,0.0,85,,
2020-07-29,0.0,85,,71.0
2020-07-30,0.0,87,,
2020-07-31,0.0,88,98.0,80.0
2020-08-01,0.0,87,,
2020-08-02,0.0,84,,
2020-08-03,0.0,83,91.0,74.0
2020-08-04,0.0,85,,75.0
2020-08-05,0.0,85,96.0,73.0
2020-08-06,0.01,84,94.0,
2020-08-07,0.01,84,,74.0
2020-08-08,0.01,85,97.0,
2020-08-09,0.0,83,90.0,
2020-08-10,0.0,81,90.0,71.0
2020-08-11,0.0,82,90.0,
2020-08-12,0.01,83,,74.0
2020-08-13,0.0,84,,75.0
2020-08-14,0.0,88,,76.0
2020-08-15,0.0,88,97.0,
2020-08-16,0.0,85,96.0,73.0
2020-08-17,0.0,85,96.0,73.0
2020-08-18,0.0,82,96.0,70.0
2020-08-19,0.0,81,,71.0
2020-08-20,0.0,81,90.0,71.0
2020-08-21,0.0,82,,73.0
2020-08-22,0.0,85,97.0,75.0
2020-08-23,0.0,86,95.0,77.0
2020-08-24,0.0,86,,76.0
2020-08-25,0.0,86,95.0,77.0
2020-08-26,0.0,83,,74.0
2020-08-27,0.0,83,,
2020-08-28,0.0,82,90.0,
2020-08-29,0.0,84,,73.0
2020-08-30,0.0,87,,73.0
2020-08-31,0.0,88,102.0,
2020-09-01,0.0,84,92.0,73.0
2020-09-02,0.0,85,92.0,77.0
2020-09-03,0.0,87,,77.0
2020-09-04,0.0,89,101.0,
2020-09-05,0.01,84,97.0,72.0
2020-09-06,0.0,82,90.0,73.0
2020-09-07,0.0,84,,75.0
2020-09-08,0.0,87,99.0,75.0
2020-09-09,0.0,86,,75.0
2020-09-10,0.0,90,,
2020-09-11,0.0,85,,73.0
2020-09-12,0.0,83,91.0,73.0
2020-09-13,0.0,84,92.0,
2020-09-14,0.0,83,90.0,75.0
2020-09-15,0.0,82,92.0,71.0
2020-09-16,0.0,83,,
2020-09-17,0.0,83,93.0,73.0
2020-09-18,0.0,82,90.0,73.0
2020-09-19,0.0,83,95.0,
2020-09-20,0.0,82,90.0,
2020-09-21,0.0,81,90.0,
2020-09-22,0.0,82,90.0,75.0
2020-09-23,0.0,81,91.0,71.0
2020-09-24,0.0,80,90.0,71.0
2020-09-25,0.0,80,90.0,70.0
2020-09-26,0.0,79,88.0,70.0
2020-09-27,0.0,80,90.0,
2020-09-28,0.0,83,93.0,73.0
2020-09-29,0.01,86,97.0,
2020-09-30,0.0,82,95.0,
2020-10-01,0.0,76,86.0,
2020-10-02,0.0,76,85.0,
2020-10-03,0.0,77,87.0,68.0
2020-10-04,0.0,78,88.0,69.0
2020-10-05,0.0,78,90.0,66.0
2020-10-06,0.0,79,91.0,
2020-10-07,0.0,80,,68.0
2020-10-08,,80,,
2020-10-09,0.0,82,,71.0
2020-10-10,0.0,80,,
2020-10-11,0.0,76,,67.0
2020-10-12,0.0,76,,68.0
2020-10-13,0.0,77,,70.0
2020-10-14,0.0,78,87.0,
2020-10-15,0.0,78,,
2020-10-16,0.0,76,85.0,
2020-10-17,0.0,75,,
2020-10-18,0.0,75,85.0,64.0
2020-10-19,0.0,77,,
2020-10-20,0.0,78,,67.0
2020-10-21,0.0,78,,68.0
2020-10-22,0.0,77,,66.0
2020-10-23,0.0,77,,
2020-10-24,0.0,79,88.0,69.0
2020-10-25,0.0,81,94.0,
2020-10-26,0.0,78,89.0,69.0
2020-10-27,0.0,77,,
2020-10-28,0.0,74,83.0,66.0
2020-10-29,0.0,73,83.0,63.0
2020-10-30,0.0,74,83.0,
2020-10-31,0.0,74,,
2020-11-01,0.0,73,81.0,65.0
2020-11-02,0.0,71,81.0,64.0
2020-11-03,0.0,71,81.0,62.0
2020-11-04,0.0,67,79.0,
2020-11-05,0.04,67,79.0,
2020-11-06,0.0,70,78.0,63.0
2020-11-07,0.06,70,78.0,64.0
2020-11-08,0.0,71,77.0,67.0
2020-11-09,0.03,71,81.0,64.0
2020-11-10,0.0,70,,
2020-11-11,0.0,69,,62.0
2020-11-12,0.0,69,80.0,
2020-11-13,0.0,69,,
2020-11-14,0.0,68,,
2020-11-15,0.0,64,72.0,
2020-11-16,0.65,65,,55.0
2020-11-17,0.0,66,76.0,57.0
2020-11-18,0.0,67,76.0,58.0
2020-11-19,0.0,66,74.0,60.0
2020-11-20,0.15,64,74.0,58.0
2020-11-21,0.0,64,,
2020-11-22,0.02,65,,56.0
2020-11-23,0.0,64,74.0,55.0
2020-11-24,0.0,63,72.0,54.0
2020-11-25,0.0,64,72.0,56.0
2020-11-26,0.07,62,,
2020-11-27,0.0,62,,
2020-11-28,0.0,62,70.0,
2020-11-29,0.0,63,72.0,54.0
2020-11-30,0.02,60,66.0,
2020-12-01,0.02,61,70.0,
2020-12-02,0.26,62,72.0,
2020-12-03,0.0,63,72.0,55.0
2020-12-04,0.19,61,,
2020-12-05,1.52,60,71.0,55.0
2020-12-06,0.01,61,72.0,
2020-12-07,0.0,61,,51.0
2020-12-08,0.01,62,75.0,
2020-12-09,0.0,61,72.0,51.0
2020-12-10,0.0,61,,
2020-12-11,0.0,63,74.0,55.0
2020-12-12,0.01,63,,55.0
2020-12-13,0.0,66,72.0,59.0
2020-12-14,0.02,65,,
2020-12-15,0.58,60,,55.0
2020-12-16,0.83,62,68.0,59.0
2020-12-17,0.0,60,71.0,
2020-12-18,,61,70.0,
2020-12-19,0.0,61,71.0,51.0
2020-12-20,,60,,
2020-12-21,,59,,
2020-12-22,,58,,
2020-12-23,,57,,
2020-12-24,,56,,
2020-12-25,,56,,
2020-12-26,,57,,
2020-12-27,0.0,58,66.0,51.0
2020-12-28,0.0,58,68.0,
2020-12-29,0.0,59,69.0,51.0
2020-12-30,0.0,59,69.0,
2020-12-31,0.0,59,,
2021-01-01,0.0,61,,51.0
2021-01-02,0.0,62,71.0,56.0
2021-01-03,0.0,62,,
2021-01-04,0.0,62,72.0,54.0
2021-01-05,0.0,61,71.0,
2021-01-06,0.0,61,,53.0
2021-01-07,0.0,62,72.0,55.0
2021-01-08,,61,,
2021-01-09,0.0,62,,
2021-01-10,0.0,60,,51.0
2021-01-11,0.0,61,72.0,
2021-01-12,,63,71.0,
2021-01-13,0.01,63,,
2021-01-14,0.04,56,65.0,
2021-01-15,0.09,57,68.0,
2021-01-16,0.43,58,,53.0
2021-01-17,0.0,55,,
2021-01-18,,52,,
2021-01-19,,50,,
2021-01-20,0.0,46,54.0,
2021-01-21,0.0,47,59.0,
2021-01-22,0.0,51,62.0,41.0
2021-01-23,0.0,53,,
2021-01-24,0.0,53,65.0,44.0
2021-01-25,0.0,54,65.0,46.0
2021-01-26,0.0,56,65.0,46.0
2021-01-27,0.0,59,70.0,50.0
2021-01-28,0.05,53,61.0,
2021-01-29,0.35,52,60.0,44.0
2021-01-30,0.0,58,66.0,43.0
2021-01-31,0.28,60,69.0,50.0
2021-02-01,0.02,58,67.0,50.0
2021-02-02,0.0,62,68.0,54.0
2021-02-03,0.01,64,70.0,60.0
2021-02-04,0.06,63,,
2021-02-05,0.0,62,,
2021-02-06,0.0,59,,48.0
2021-02-07,0.01,57,,47.0
2021-02-08,0.0,60,,
2021-02-09,0.01,61,70.0,53.0
2021-02-10,0.01,59,,50.0
2021-02-11,0.01,59,,50.0
2021-02-12,0.01,59,,50.0
2021-02-13,,60,69.0,
2021-02-14,0.01,58,,
2021-02-15,0.0,58,68.0,46.0
2021-02-16,0.03,52,61.0,
2021-02-17,0.32,47,,41.0
2021-02-18,0.05,47,57.0,
2021-02-19,0.0,50,,42.0
2021-02-20,0.0,50,,42.0
2021-02-21,,46,,
2021-02-22,0.0,55,,44.0
2021-02-23,0.0,57,,
2021-02-24,,60,,
2021-02-25,,59,,
2021-02-26,,58,,
2021-02-27,0.0,57,69.0,44.0
2021-02-28,0.0,58,,48.0
2021-03-01,0.0,59,,48.0
2021-03-02,0.14,58,67.0,
2021-03-03,0.12,55,,44.0
2021-03-04,0.06,58,,
2021-03-05,0.0,57,,44.0
2021-03-06,0.0,58,,
2021-03-07,0.0,58,68.0,48.0
2021-03-08,0.01,58,71.0,
2021-03-09,0.0,58,69.0,46.0
2021-03-10,0.0,61,72.0,
2021-03-11,0.0,62,74.0,51.0
2021-03-12,0.01,58,69.0,
2021-03-13,0.0,57,67.0,
2021-03-14,0.0,59,67.0,48.0
2021-03-15,0.02,61,,
2021-03-16,0.02,62,,
2021-03-17,0.0,60,,
2021-03-18,0.02,59,,
2021-03-19,0.0,57,68.0,43.0
2021-03-20,0.0,59,,49.0
2021-03-21,,61,,
2021-03-22,,66,75.0,
2021-03-23,0.01,66,74.0,59.0
2021-03-24,0.1,59,,
2021-03-25,0.06,55,67.0,42.0
2021-03-26,0.0,53,,
2021-03-27,0.0,54,63.0,44.0
2021-03-28,0.0,54,65.0,
2021-03-29,0.0,58,68.0,46.0
2021-03-30,0.0,60,72.0,45.0
2021-03-31,0.0,60,,47.0
2021-04-01,0.0,55,67.0,45.0
2021-04-02,0.03,55,,44.0
2021-04-03,0.03,58,,
2021-04-04,0.01,60,70.0,48.0
2021-04-05,0.0,61,69.0,51.0
2021-04-06,0.0,67,78.0,57.0
2021-04-07,0.0,69,79.0,
2021-04-08,0.0,65,,57.0
2021-04-09,0.0,62,73.0,
2021-04-10,0.0,55,61.0,
2021-04-11,0.0,56,,
2021-04-12,0.0,55,63.0,44.0
2021-04-13,0.0,59,68.0,
2021-04-14,0.0,61,69.0,48.0
2021-04-15,0.0,64,,53.0
2021-04-16,0.0,67,,57.0
2021-04-17,0.0,72,84.0,55.0
2021-04-18,0.0,77,88.0,68.0
2021-04-19,0.0,75,85.0,
2021-04-20,0.0,74,90.0,
2021-04-21,0.0,67,,57.0
2021-04-22,0.0,64,73.0,
2021-04-23,0.0,68,,
2021-04-24,0.0,77,88.0,63.0
2021-04-25,0.0,70,,
2021-04-26,0.0,69,,58.0
2021-04-27,0.0,68,76.0,58.0
2021-04-28,0.01,69,77.0,
2021-04-29,0.0,70,,59.0
2021-04-30,0.0,76,85.0,62.0
2021-05-01,0.0,77,88.0,67.0
2021-05-02,0.0,76,85.0,65.0
2021-05-03,0.0,75,85.0,63.0
2021-05-04,0.01,76,88.0,65.0
2021-05-05,0.0,73,,62.0
2021-05-06,0.0,74,86.0,62.0
2021-05-07,0.0,73,80.0,
2021-05-08,0.0,73,81.0,
2021-05-09,0.0,77,85.0,66.0
2021-05-10,0.0,75,83.0,
2021-05-11,0.0,74,,
2021-05-12,0.0,71,,59.0
2021-05-13,0.0,72,81.0,
2021-05-14,0.01,72,81.0,62.0
2021-05-15,0.0,72,,60.0
2021-05-16,0.0,72,80.0,62.0
2021-05-17,0.0,73,83.0,
2021-05-18,0.0,73,,63.0
2021-05-19,0.0,73,79.0,
2021-05-20,0.01,75,83.0,63.0
2021-05-21,0.0,76,,
2021-05-22,0.0,74,83.0,63.0
2021-05-23,0.0,74,83.0,63.0
2021-05-24,0.0,78,86.0,66.0
2021-05-25,0.0,79,89.0,70.0
2021-05-26,0.01,77,,64.0
2021-05-27,0.0,76,82.0,66.0
2021-05-28,0.01,74,83.0,
2021-05-29,0.0,74,83.0,64.0
2021-05-30,,74,,
2021-05-31,0.0,76,83.0,
2021-06-01,0.0,77,,65.0
2021-06-02,0.01,75,83.0,64.0
2021-06-03,0.0,73,81.0,61.0
2021-06-04,0.0,75,,
2021-06-05,0.0,77,88.0,64.0
2021-06-06,0.0,77,87.0,
2021-06-07,0.0,77,87.0,
2021-06-08,0.0,76,86.0,
2021-06-09,0.0,77,,65.0
2021-06-10,0.0,76,87.0,63.0
2021-06-11,0.0,75,83.0,67.0
2021-06-12,0.0,76,86.0,
2021-06-13,0.0,76,,
2021-06-14,0.0,77,,66.0
2021-06-15,0.0,75,85.0,64.0
2021-06-16,0.0,75,84.0,
2021-06-17,0.0,76,,64.0
2021-06-18,0.0,76,87.0,
2021-06-19,0.0,78,87.0,68.0
2021-06-20,0.01,76,86.0,66.0
2021-06-21,0.0,77,85.0,69.0
2021-06-22,0.0,78,84.0,69.0
2021-06-23,0.0,78,85.0,
2021-06-24,0.0,79,87.0,
2021-06-25,0.0,80,88.0,71.0
2021-06-26,0.01,83,94.0,71.0
2021-06-27,0.0,85,,
2021-06-28,0.0,88,98.0,77.0
2021-06-29,0.0,89,99.0,79.0
2021-06-30,0.0,87,98.0,78.0
2021-07-01,0.01,84,95.0,
2021-07-02,0.01,83,92.0,73.0
2021-07-03,0.0,83,95.0,74.0
2021-07-04,0.0,83,92.0,71.0
2021-07-05,0.0,81,,70.0
2021-07-06,0.01,81,,71.0
2021-07-07,0.0,82,,71.0
2021-07-08,0.0,85,94.0,73.0
2021-07-09,0.0,86,,
2021-07-10,0.0,87,98.0,77.0
2021-07-11,0.0,85,94.0,
2021-07-12,0.0,85,93.0,72.0
2021-07-13,0.0,86,99.0,76.0
2021-07-14,0.0,85,,75.0
2021-07-15,0.0,88,98.0,
2021-07-16,0.01,89,99.0,76.0
2021-07-17,0.0,85,94.0,74.0
2021-07-18,0.0,84,92.0,76.0
2021-07-19,0.0,85,93.0,74.0
2021-07-20,0.0,86,,
2021-07-21,0.0,85,93.0,73.0
2021-07-22,0.0,84,,
2021-07-23,0.0,84,90.0,77.0
2021-07-24,0.0,85,93.0,75.0
2021-07-25,0.0,86,95.0,76.0
2021-07-26,0.0,87,97.0,
2021-07-27,0.0,90,101.0,80.0
2021-07-28,0.0,92,102.0,82.0
2021-07-29,0.0,89,,
2021-07-30,0.0,87,97.0,76.0
2021-07-31,0.0,87,,
2021-08-01,0.0,87,,74.0
2021-08-02,0.0,88,97.0,
2021-08-03,0.0,90,101.0,
2021-08-04,0.0,88,100.0,76.0
2021-08-05,0.0,88,101.0,76.0
2021-08-06,0.0,89,103.0,77.0
2021-08-07,0.0,87,95.0,76.0
2021-08-08,0.0,87,96.0,78.0
2021-08-09,0.0,89,97.0,
2021-08-10,0.0,90,100.0,
2021-08-11,,89,,
2021-08-12,0.0,88,95.0,80.0
2021-08-13,0.0,88,97.0,79.0
2021-08-14,0.0,91,,81.0
2021-08-15,0.0,89,99.0,82.0
2021-08-16,0.0,88,99.0,78.0
2021-08-17,0.0,86,96.0,73.0
2021-08-18,0.0,85,95.0,
2021-08-19,0.0,83,,73.0
2021-08-20,0.0,85,91.0,
2021-08-21,0.0,85,,73.0
2021-08-22,0.0,87,,
2021-08-23,0.0,84,,73.0
2021-08-24,0.0,84,94.0,
2021-08-25,0.0,83,92.0,72.0
2021-08-26,0.0,85,92.0,73.0
2021-08-27,0.0,85,99.0,72.0
2021-08-28,0.0,82,,71.0
2021-08-29,0.0,83,92.0,73.0
2021-08-30,,83,92.0,
2021-08-31,,83,,
2021-09-01,,83,,
2021-09-02,0.0,83,,
2021-09-03,0.0,85,96.0,
2021-09-04,0.0,85,95.0,
2021-09-05,,83,93.0,
2021-09-06,0.0,80,88.0,69.0
2021-09-07,0.0,82,90.0,73.0
2021-09-08,0.0,82,,74.0
2021-09-09,0.0,84,94.0,75.0
2021-09-10,0.0,82,92.0,
2021-09-11,0.0,80,89.0,69.0
2021-09-12,0.0,79,,
2021-09-13,0.0,79,88.0,69.0
2021-09-14,0.0,79,89.0,70.0
2021-09-15,0.0,79,88.0,
2021-09-16,,75,,
2021-09-17,0.0,79,89.0,68.0
2021-09-18,0.0,80,,72.0
2021-09-19,0.0,80,90.0,
2021-09-20,0.0,81,90.0,71.0
2021-09-21,0.0,81,90.0,
2021-09-22,0.0,81,,72.0
2021-09-23,0.0,79,92.0,68.0
2021-09-24,0.0,76,,
2021-09-25,0.0,76,85.0,
2021-09-26,0.0,78,90.0,
2021-09-27,0.0,79,,67.0
2021-09-28,0.0,77,,
2021-09-29,0.0,76,85.0,67.0
2021-09-30,0.0,76,,68.0
2021-10-01,0.0,76,84.0,67.0
2021-10-02,0.0,77,,65.0
2021-10-03,0.0,78,89.0,67.0
2021-10-04,0.0,77,87.0,67.0
2021-10-05,0.0,76,,
2021-10-06,0.0,75,,
2021-10-07,0.0,74,84.0,62.0
2021-10-08,0.0,77,88.0,64.0
2021-10-09,0.0,77,89.0,
2021-10-10,0.0,77,,
2021-10-11,0.0,73,,62.0
2021-10-12,0.0,76,,
2021-10-13,,76,,
2021-10-14,,74,,
2021-10-15,0.0,73,82.0,64.0
2021-10-16,,74,,
2021-10-17,,72,,
2021-10-18,,73,,
2021-10-19,,74,,
2021-10-20,0.0,74,,
2021-10-21,0.0,72,,61.0
2021-10-22,0.0,73,86.0,62.0
2021-10-23,0.0,73,84.0,
2021-10-24,0.0,71,,
2021-10-25,0.0,70,79.0,61.0
2021-10-26,0.0,71,,60.0
2021-10-27,0.0,71,,
2021-10-28,0.01,70,79.0,64.0
2021-10-29,0.02,71,,
2021-10-30,0.0,71,81.0,62.0
2021-10-31,0.57,70,79.0,58.0
2021-11-01,0.0,76,82.0,69.0
2021-11-02,0.0,72,81.0,
2021-11-03,0.0,69,80.0,
2021-11-04,0.0,71,81.0,
2021-11-05,0.0,71,81.0,61.0
2021-11-06,0.0,74,,64.0
2021-11-07,0.0,73,87.0,
2021-11-08,0.0,71,,61.0
2021-11-09,0.0,70,83.0,
2021-11-10,0.0,68,79.0,60.0
2021-11-11,0.0,65,73.0,
2021-11-12,0.0,66,,55.0
2021-11-13,0.0,68,79.0,61.0
2021-11-14,0.0,70,79.0,64.0
2021-11-15,0.0,69,,
2021-11-16,0.0,66,,56.0
2021-11-17,0.0,67,,59.0
2021-11-18,0.0,68,78.0,
2021-11-19,0.0,66,75.0,
2021-11-20,0.02,62,71.0,
2021-11-21,0.59,62,70.0,
2021-11-22,0.55,64,74.0,
2021-11-23,0.0,65,,57.0
2021-11-24,0.02,67,,60.0
2021-11-25,0.02,65,73.0,
2021-11-26,0.0,63,74.0,55.0
2021-11-27,0.0,64,,55.0
2021-11-28,0.0,66,76.0,57.0
2021-11-29,0.01,67,,
2021-11-30,0.01,68,78.0,62.0
2021-12-01,0.0,62,71.0,
2021-12-02,0.0,60,,
2021-12-03,0.0,61,,51.0
2021-12-04,0.0,62,69.0,
2021-12-05,0.0,60,,
2021-12-06,2.61,62,,
2021-12-07,0.0,67,74.0,
2021-12-08,0.35,57,68.0,
2021-12-09,0.61,59,,49.0
2021-12-10,0.0,60,,51.0
2021-12-11,0.0,62,,57.0
2021-12-12,0.0,63,71.0,
2021-12-13,0.0,66,,60.0
2021-12-14,0.01,63,,
2021-12-15,0.13,56,63.0,49.0
2021-12-16,0.48,56,67.0,47.0
2021-12-17,0.0,55,,
2021-12-18,,54,,
2021-12-19,,57,63.0,
2021-12-20,,53,,
2021-12-21,0.0,57,67.0,46.0
2021-12-22,0.14,53,,46.0
2021-12-23,0.0,52,63.0,42.0
2021-12-24,,51,59.0,
2021-12-25,0.0,52,64.0,40.0
2021-12-26,0.0,58,,
2021-12-27,0.0,57,67.0,
2021-12-28,0.0,56,65.0,
2021-12-29,0.0,57,,50.0
2021-12-30,,60,64.0,
2021-12-31,,59,,
